group_id,id,label
WijkenEnBuurten,GM0502,capelle aan den ijssel
RegioS,GM0502,capelle aan den ijssel
Wijken,GM0502,capelle aan den ijssel
WoonregioS,GM0502,capelle aan den ijssel
RegioVanVertrek,GM0502,capelle aan den ijssel
RegioIndeling2021,GM0502,capelle aan den ijssel
Regio,GM0502,capelle aan den ijssel
RegioS2007,GM0502,capelle aan den ijssel
WerkregioS,GM0502,capelle aan den ijssel
Woongemeente,GM0502,capelle aan den ijssel
RegioIndeling2018,GM0502,capelle aan den ijssel
Regiokenmerken,GM0502,capelle aan den ijssel
RegioVanVestiging,GM0502,capelle aan den ijssel
WijkenEnBuurten,GM0370,beemster
RegioS,GM0370,beemster
WoonregioS,GM0370,beemster
RegioVanVertrek,GM0370,beemster
RegioIndeling2021,GM0370,beemster
Regio,GM0370,beemster
RegioS2007,GM0370,beemster
WerkregioS,GM0370,beemster
Woongemeente,GM0370,beemster
RegioIndeling2018,GM0370,beemster
Regiokenmerken,GM0370,beemster
RegioVanVestiging,GM0370,beemster
WijkenEnBuurten,BU02000606,de voorwaarts
WijkenEnBuurten,BU01060708,de beemden
WijkenEnBuurten,BU01060708,de beemd
WijkenEnBuurten,BU07721625,zwaanstraat
WijkenEnBuurten,BU02130607,het hungeling
WijkenEnBuurten,WK037508,wijk aan zee
WijkenEnBuurten,WK037508,wijk 08 wijk aan zee
Wijken,WK037508,wijk aan zee
Wijken,WK037508,wijk 08 wijk aan zee
WijkenEnBuurten,BU05130405,bodegraafsestraatweg
WijkenEnBuurten,BU01094046,verspreide huizen noord sleen
WijkenEnBuurten,WK000900,wijk 00 west
WijkenEnBuurten,BU17210113,wagnerplein
WijkenEnBuurten,WK036369,buikslotermeer
WijkenEnBuurten,BU04840810,polderpeil west
WijkenEnBuurten,BU00140804,zuidwending
WijkenEnBuurten,BU00140804,dorkwerd
WijkenEnBuurten,BU19420305,meijerkamp
WijkenEnBuurten,BU16510101,oosternieland
WijkenEnBuurten,WK077900,wijk 00 raamsdonksveer
Wijken,WK077900,wijk 00 raamsdonksveer
WijkenEnBuurten,BU02330003,ermelo   zuid
WijkenEnBuurten,BU02330003,veldwijk 's heerenloo
WijkenEnBuurten,WK037504,warande
WijkenEnBuurten,WK037504,wijk 04 warande
Wijken,WK037504,warande
Wijken,WK037504,wijk 04 warande
WijkenEnBuurten,BU05183826,noordpolderbuurt
WijkenEnBuurten,WK194512,ubbergen
Wijken,WK194512,ubbergen
WijkenEnBuurten,BU17111146,aan het echterbos
WijkenEnBuurten,BU17111146,aan het echterbosch
WijkenEnBuurten,BU02036265,buitengebied kootwijk
WijkenEnBuurten,WK050314,wijk 14 voordijkshoorn
Wijken,WK050314,wijk 14 voordijkshoorn
WijkenEnBuurten,BU17240304,dorpsstraat e.o.
WijkenEnBuurten,BU19400901,doniaga
WijkenEnBuurten,BU05050607,1e merwedehaven en omgeving
WijkenEnBuurten,WK036374,elzenhagen
WijkenEnBuurten,BU03700007,verspreide huizen in het noordoosten
WijkenEnBuurten,BU01060500,de maten
WijkenEnBuurten,BU01060500,schepersmaat
WijkenEnBuurten,BU05050706,laan der verenigde naties noord
WijkenEnBuurten,GM0889,beesel
RegioS,GM0889,beesel
Wijken,GM0889,beesel
WoonregioS,GM0889,beesel
RegioVanVertrek,GM0889,beesel
RegioIndeling2021,GM0889,beesel
Regio,GM0889,beesel
RegioS2007,GM0889,beesel
WerkregioS,GM0889,beesel
Woongemeente,GM0889,beesel
RegioIndeling2018,GM0889,beesel
Regiokenmerken,GM0889,beesel
RegioVanVestiging,GM0889,beesel
WijkenEnBuurten,BU08990124,klingelsberg
WijkenEnBuurten,BU00140506,eemspoort
WijkenEnBuurten,BU03610200,rekerbuurt en ooievaarsnest
WijkenEnBuurten,WK020358,wijk 58 terschuur
Wijken,WK020358,wijk 58 terschuur
WijkenEnBuurten,BU03850801,schardam
WijkenEnBuurten,BU00140008,stationsgebied
WijkenEnBuurten,BU04893052,vrijenburgbos
WijkenEnBuurten,BU01970203,verspreide huizen het zwanenbroek
WijkenEnBuurten,BU03071400,willem iii
WijkenEnBuurten,BU17240011,eerselsedijk woonbos e.o.
WijkenEnBuurten,BU03940116,hoofddorp floriande west
WijkenEnBuurten,BU03940116,floriande west
WijkenEnBuurten,BU03100808,bilthoven zuid west
WijkenEnBuurten,BU02220904,de happert   leerinkstraat
WijkenEnBuurten,BU02220904,de happert leerinkstraat
WijkenEnBuurten,BU01500101,centrum
WijkenEnBuurten,BU01500101,zwolseweg
WijkenEnBuurten,BU03630003,nes e.o.
WijkenEnBuurten,BU03630003,grachtengordel zuid
WijkenEnBuurten,BU19450100,laag berg en dal
WijkenEnBuurten,BU16800709,verspreide huizen spijkerboor
WijkenEnBuurten,BU03850206,volendam blokgouw 7 en 8
WijkenEnBuurten,BU03850206,volendam rozettenbuurt
WijkenEnBuurten,WK172101,kern heesch
WijkenEnBuurten,WK172101,wijk 01 vorstenbosch
WijkenEnBuurten,WK172101,wijk 01 nistelrode
Wijken,WK172101,kern heesch
Wijken,WK172101,wijk 01 vorstenbosch
Wijken,WK172101,wijk 01 nistelrode
WijkenEnBuurten,BU03632200,vondelparkbuurt oost
WijkenEnBuurten,BU19030100,gronsveld
WijkenEnBuurten,BU07721111,binnenstad
WijkenEnBuurten,BU18590309,verspreide huizen neede
WijkenEnBuurten,BU05032402,bedrijventerrein voorhof
WijkenEnBuurten,WK036362,tuindorp nieuwendam
WijkenEnBuurten,BU19010311,groote wetering
WijkenEnBuurten,GM0225,druten
RegioS,GM0225,druten
Wijken,GM0225,druten
WoonregioS,GM0225,druten
RegioVanVertrek,GM0225,druten
RegioIndeling2021,GM0225,druten
Regio,GM0225,druten
RegioS2007,GM0225,druten
WerkregioS,GM0225,druten
Woongemeente,GM0225,druten
RegioIndeling2018,GM0225,druten
Regiokenmerken,GM0225,druten
RegioVanVestiging,GM0225,druten
WijkenEnBuurten,BU06540902,verspreide huizen nieuwdorp
WijkenEnBuurten,BU06540902,buitengebied nieuwdorp
WijkenEnBuurten,BU02021579,het dorp/mariëndaal
WijkenEnBuurten,BU02021579,het dorp / mariëndaal
WijkenEnBuurten,BU02021579,"het dorp, mariëndaal"
WijkenEnBuurten,BU01500402,oudegoedstraat
WijkenEnBuurten,BU01500402,ziekenhuizen
WijkenEnBuurten,BU07850202,grobbendonck
WijkenEnBuurten,BU03930008,oostelijke liede oever
WijkenEnBuurten,WK038800,wijk 00
WijkenEnBuurten,WK038800,centrum en havens
Wijken,WK038800,wijk 00
Wijken,WK038800,centrum en havens
WijkenEnBuurten,WK048930,wijk 30 buitengebied noord
Wijken,WK048930,wijk 30 buitengebied noord
WijkenEnBuurten,BU07700001,molenakkers
WijkenEnBuurten,BU03630102,nieuwendijk noord
WijkenEnBuurten,WK036321,overtoomse sluis
WijkenEnBuurten,BU02090383,de sluis
WijkenEnBuurten,BU02090383,weurt de sluis
WijkenEnBuurten,WK050311,wijk 11 binnenstad
Wijken,WK050311,wijk 11 binnenstad
WijkenEnBuurten,BU03633200,noordoostkwadrant indische buurt
WijkenEnBuurten,BU03072004,architectenbuurt oost
WijkenEnBuurten,BU18590300,neede
WijkenEnBuurten,BU16840613,cuijk heeswijkse kampen
WijkenEnBuurten,BU05130604,kort haarlem
WijkenEnBuurten,WK038506,wijk 06 middelie
Wijken,WK038506,wijk 06 middelie
WijkenEnBuurten,BU03634805,van tuyllbuurt
WijkenEnBuurten,WK194001,wijk 01 akmarijp
Wijken,WK194001,wijk 01 akmarijp
WijkenEnBuurten,BU02000403,staatsliedenkwartier
WijkenEnBuurten,BU03630602,bloemgrachtbuurt
WijkenEnBuurten,BU04893163,noldijk
WijkenEnBuurten,BU04890512,buitenoord 2
WijkenEnBuurten,BU02220609,buitengebied de huet
WijkenEnBuurten,BU02220609,buitengebied   de huet
WijkenEnBuurten,GM0228,ede
WijkenEnBuurten,GM0228,ede
RegioS,GM0228,ede
RegioS,GM0228,ede
Wijken,GM0228,ede
Wijken,GM0228,ede
Gebieden,GM0228,ede
Gebieden,GM0228,ede
WoonregioS,GM0228,ede
WoonregioS,GM0228,ede
RegioVanVertrek,GM0228,ede
RegioVanVertrek,GM0228,ede
RegioIndeling2021,GM0228,ede
RegioIndeling2021,GM0228,ede
Regio,GM0228,ede
Regio,GM0228,ede
RegioS2007,GM0228,ede
RegioS2007,GM0228,ede
WerkregioS,GM0228,ede
WerkregioS,GM0228,ede
Woongemeente,GM0228,ede
Woongemeente,GM0228,ede
RegioIndeling2018,GM0228,ede
RegioIndeling2018,GM0228,ede
Regiokenmerken,GM0228,ede
Regiokenmerken,GM0228,ede
RegioVanVestiging,GM0228,ede
RegioVanVestiging,GM0228,ede
WijkenEnBuurten,BU02140307,verspreide huizen de mars en marsdijk
WijkenEnBuurten,BU02020425,presikhaaf iii
WijkenEnBuurten,BU04820201,dijk
WijkenEnBuurten,BU07580101,doornbos linie
WijkenEnBuurten,BU17240504,langveld e.o.
WijkenEnBuurten,WK171109,wijk 09 nieuwstadt
WijkenEnBuurten,WK171109,nieuwstadt
Wijken,WK171109,wijk 09 nieuwstadt
Wijken,WK171109,nieuwstadt
WijkenEnBuurten,BU03634201,columbusplein e.o.
WijkenEnBuurten,GM0384,diemen
RegioS,GM0384,diemen
Wijken,GM0384,diemen
WoonregioS,GM0384,diemen
RegioVanVertrek,GM0384,diemen
RegioIndeling2021,GM0384,diemen
Regio,GM0384,diemen
RegioS2007,GM0384,diemen
WerkregioS,GM0384,diemen
Woongemeente,GM0384,diemen
RegioIndeling2018,GM0384,diemen
Regiokenmerken,GM0384,diemen
RegioVanVestiging,GM0384,diemen
WijkenEnBuurten,BU04820601,polder blokweer
WijkenEnBuurten,BU17110939,nieuwstadt centrum
WijkenEnBuurten,BU17240006,kept e.o.
WijkenEnBuurten,WK076602,'s gravenmoer
WijkenEnBuurten,WK076602,wijk 02 's gravenmoer
Wijken,WK076602,'s gravenmoer
Wijken,WK076602,wijk 02 's gravenmoer
WijkenEnBuurten,BU07770100,bedrijventerrein vosdonk
WijkenEnBuurten,BU07770100,midden bedrijventerrein vosdonk
WijkenEnBuurten,BU07721334,urkhoven
WijkenEnBuurten,WK005802,wijk 02 zuidoost
WijkenEnBuurten,WK005802,ee   zuidoost
WijkenEnBuurten,BU02140209,verspreide huizen kapel avezaath
WijkenEnBuurten,BU07570005,verspreide huizen kleinderliempde
WijkenEnBuurten,BU17290601,heijenrade
WijkenEnBuurten,BU02035402,de koot
WijkenEnBuurten,BU03730113,conincx
WijkenEnBuurten,BU00580003,dokkum fugellan
WijkenEnBuurten,BU03940988,buitenkaag
WijkenEnBuurten,BU03922105,archimedesbuurt
WijkenEnBuurten,BU02035404,de lors
WijkenEnBuurten,BU03840010,verrijn stuart
WijkenEnBuurten,BU00141401,harkstede gn
WijkenEnBuurten,WK036386,overtoomse veld
WijkenEnBuurten,BU02000503,matendonk
WijkenEnBuurten,BU17710009,gijzenrooi
WijkenEnBuurten,BU17710009,buitengebied geldrop  west
WijkenEnBuurten,BU03636604,noorder ijplas
WijkenEnBuurten,BU03630401,scheepvaarthuisbuurt
WijkenEnBuurten,WK051206,wijk 06 gildenwijk
Wijken,WK051206,wijk 06 gildenwijk
WijkenEnBuurten,BU03770001,veen en duin
WijkenEnBuurten,BU19450503,groesbeek de drul oost
WijkenEnBuurten,BU19030504,bergenhuizen en schey
WijkenEnBuurten,BU00580011,dokkum hogedijken
WijkenEnBuurten,BU03070306,puntenburg
WijkenEnBuurten,BU03071000,liendert noord
WijkenEnBuurten,BU03071000,liendertsedreef
WijkenEnBuurten,BU07770005,het hooghuis
WijkenEnBuurten,BU05051000,vissersdijk west
WijkenEnBuurten,BU17190508,verspr.h. groot zonzeelsche polder
WijkenEnBuurten,BU03633310,bedrijvengebied zeeburgerkade
WijkenEnBuurten,BU03921702,oud spaarndam
WijkenEnBuurten,BU03635604,sportpark middenmeer noord
WijkenEnBuurten,BU19402304,lemmer lemstervaart
WijkenEnBuurten,BU01411400,dijkstraat en omgeving
WijkenEnBuurten,BU01411400,rohof en omgeving
WijkenEnBuurten,BU19420507,oranje nassaupark zuid
WijkenEnBuurten,BU07880110,noenes
WijkenEnBuurten,BU02281002,hoogbouw zuid
WijkenEnBuurten,BU06541502,verspreide huizen 's heerenhoek
WijkenEnBuurten,BU06541502,buitengebied 's heerenhoek
WijkenEnBuurten,WK030720,wijk 20 zielhorst
WijkenEnBuurten,WK030720,zielhorst
Wijken,WK030720,wijk 20 zielhorst
Wijken,WK030720,zielhorst
WijkenEnBuurten,BU16520500,milheeze
WijkenEnBuurten,BU16520500,elsendorp
WijkenEnBuurten,BU19405001,vegelinsoord
WijkenEnBuurten,BU04840302,paddestoelenbuurt
WijkenEnBuurten,WK030701,wijk 01 stadskern
WijkenEnBuurten,WK030701,stadskern
Wijken,WK030701,wijk 01 stadskern
Wijken,WK030701,stadskern
WijkenEnBuurten,BU17110836,liboscherveld
WijkenEnBuurten,BU17110836,lilboscherveld
WijkenEnBuurten,BU02220207,buitengebied de gaarde
WijkenEnBuurten,BU00580008,dokkum weeshuislanden
WijkenEnBuurten,BU04980300,centrum venhuizen
WijkenEnBuurten,BU01580052,wolferink 5
WijkenEnBuurten,BU05183823,spoorwijk
WijkenEnBuurten,BU00141302,klein harkstede
WijkenEnBuurten,BU07480404,rode schouw
WijkenEnBuurten,BU00340373,buitenvaart
WijkenEnBuurten,BU00590201,harkema
WijkenEnBuurten,BU17240207,kapellerweg rijt
WijkenEnBuurten,BU04895076,bt ziedewij
WijkenEnBuurten,GM0392,haarlem
WijkenEnBuurten,GM0392,haarlem
RegioS,GM0392,haarlem
RegioS,GM0392,haarlem
Wijken,GM0392,haarlem
Wijken,GM0392,haarlem
Gebieden,GM0392,haarlem
Gebieden,GM0392,haarlem
WoonregioS,GM0392,haarlem
WoonregioS,GM0392,haarlem
RegioVanVertrek,GM0392,haarlem
RegioVanVertrek,GM0392,haarlem
RegioIndeling2021,GM0392,haarlem
RegioIndeling2021,GM0392,haarlem
Regio,GM0392,haarlem
Regio,GM0392,haarlem
RegioS2007,GM0392,haarlem
RegioS2007,GM0392,haarlem
WerkregioS,GM0392,haarlem
WerkregioS,GM0392,haarlem
Woongemeente,GM0392,haarlem
Woongemeente,GM0392,haarlem
RegioIndeling2018,GM0392,haarlem
RegioIndeling2018,GM0392,haarlem
Regiokenmerken,GM0392,haarlem
Regiokenmerken,GM0392,haarlem
RegioVanVestiging,GM0392,haarlem
RegioVanVestiging,GM0392,haarlem
WijkenEnBuurten,WK051822,wijk 22 zeeheldenkwartier
Wijken,WK051822,wijk 22 zeeheldenkwartier
WijkenEnBuurten,BU16840315,vianen buitengebied
WijkenEnBuurten,BU17240101,weebosch
WijkenEnBuurten,BU17240203,dorpstraat sengelsbroeksestraat
WijkenEnBuurten,BU02220907,buitengebied   de kruisberg
WijkenEnBuurten,BU02220907,buitengebied de kruisberg
WijkenEnBuurten,BU05031405,hoornse hof
WijkenEnBuurten,BU18760304,rha
WijkenEnBuurten,BU07721535,castiliëlaan
WijkenEnBuurten,BU07721535,castilielaan
WijkenEnBuurten,BU16510100,uithuizermeeden
WijkenEnBuurten,BU03940230,nieuw vennep oost
WijkenEnBuurten,BU03940230,nieuw vennep oost
WijkenEnBuurten,BU08890000,reuver
WijkenEnBuurten,BU17741013,dorper es
WijkenEnBuurten,BU17210109,monseigneur van den hurklaan
WijkenEnBuurten,BU17210109,verspreide huizen nistelrode
WijkenEnBuurten,BU06130312,polder albrandswaard
WijkenEnBuurten,WK022208,wijk 08
WijkenEnBuurten,WK022208,keppelseweg
Wijken,WK022208,wijk 08
Wijken,WK022208,keppelseweg
WijkenEnBuurten,BU19420101,hooftlaan
WijkenEnBuurten,BU16810809,verspreide huizen buinerveen
WijkenEnBuurten,BU17110630,maria hoop
WijkenEnBuurten,BU07580503,princenhage
WijkenEnBuurten,BU03610107,cranenbroek
WijkenEnBuurten,BU03636602,walvisbuurt
WijkenEnBuurten,BU06130308,beatrixstraat
WijkenEnBuurten,BU00090109,verspr.h. ten noorden van het eemskanaal
WijkenEnBuurten,BU16811500,tweede exloërmond
WijkenEnBuurten,WK051832,wijk 32 leyenburg
Wijken,WK051832,wijk 32 leyenburg
WijkenEnBuurten,BU02320200,vaassen centrum
WijkenEnBuurten,BU02320200,vaassen centrum
WijkenEnBuurten,WK039215,delftwijk
Wijken,WK039215,delftwijk
WijkenEnBuurten,BU01140509,verspreide huizen nieuw dordrecht
WijkenEnBuurten,WK036350,ijburg oost
WijkenEnBuurten,BU02035403,vogelbuurt
WijkenEnBuurten,BU19400201,bakhuizen
WijkenEnBuurten,BU01140504,herenstreek
WijkenEnBuurten,BU02221103,de pol / akkermansweide
WijkenEnBuurten,BU02221103,de pol en akkermansweide
WijkenEnBuurten,BU04980500,schellinkhout
WijkenEnBuurten,BU19010725,sluipwijk
WijkenEnBuurten,BU03634401,westlandgrachtbuurt
WijkenEnBuurten,BU01501201,dorp schalkhaar
WijkenEnBuurten,BU01140600,nieuw amsterdam centrum
WijkenEnBuurten,BU19405101,wijckel
WijkenEnBuurten,BU05020224,dichtersbuurt
WijkenEnBuurten,WK030716,wijk 16 leusderkwartier
WijkenEnBuurten,WK030716,leusderkwartier
Wijken,WK030716,wijk 16 leusderkwartier
Wijken,WK030716,leusderkwartier
WijkenEnBuurten,BU05051901,handelskade en 's gravendeelsedijk
WijkenEnBuurten,BU03639601,reigersbos noord
WijkenEnBuurten,BU05122100,landelijk gebied zuid
WijkenEnBuurten,BU03639701,gein zuidwest
WijkenEnBuurten,WK014112,wijk 12 noorderkwartier
WijkenEnBuurten,WK014112,noorderkwartier
Wijken,WK014112,wijk 12 noorderkwartier
Wijken,WK014112,noorderkwartier
WijkenEnBuurten,BU00140007,umcg
WijkenEnBuurten,WK177412,wijk 12 tilligte
Wijken,WK177412,wijk 12 tilligte
WijkenEnBuurten,BU01060504,baggelhuizen noord
WijkenEnBuurten,WK011407,wijk 07 erica
Wijken,WK011407,wijk 07 erica
WijkenEnBuurten,BU02035426,harselaar oost
WijkenEnBuurten,BU01140303,oosterdiep
WijkenEnBuurten,WK050501,wijk 01 binnenstad
Wijken,WK050501,wijk 01 binnenstad
WijkenEnBuurten,BU07721514,'t hool
WijkenEnBuurten,BU00340206,waterwijk
WijkenEnBuurten,BU05121900,landelijk gebied noord
WijkenEnBuurten,BU07440209,verspreide huizen castelre
WijkenEnBuurten,BU17210111,de velft
WijkenEnBuurten,BU19030502,noorbeek
WijkenEnBuurten,BU00140005,hortusbuurt ebbingekwartier
WijkenEnBuurten,BU00140005,hortusbuurt
WijkenEnBuurten,WK039401,hoofddorp
WijkenEnBuurten,WK039401,wijk 01 hoofddorp en omgeving
Wijken,WK039401,hoofddorp
Wijken,WK039401,wijk 01 hoofddorp en omgeving
WijkenEnBuurten,BU05020663,bloemenbuurt west
WijkenEnBuurten,BU02220903,de kruisberg
WijkenEnBuurten,BU19010102,buitenkerk
WijkenEnBuurten,BU19010102,buitengebied noord
WijkenEnBuurten,BU07580602,kesteren
WijkenEnBuurten,BU08880109,verspr.h. vliegbasis zuid limburg
WijkenEnBuurten,WK194205,naarden
Wijken,WK194205,naarden
WijkenEnBuurten,BU17190300,wagenberg
WijkenEnBuurten,BU04847011,voorofschebuurt
WijkenEnBuurten,WK036348,stadionbuurt
WijkenEnBuurten,WK051214,wijk 14 bedrijventerrein oost
Wijken,WK051214,wijk 14 bedrijventerrein oost
WijkenEnBuurten,BU03072700,coelhorst
WijkenEnBuurten,BU03072700,weerhorst
WijkenEnBuurten,BU01060713,bedrijventerrein west
WijkenEnBuurten,BU01060713,industrieterrein midden
WijkenEnBuurten,WK038302,wijk 02 castricum oost
Wijken,WK038302,wijk 02 castricum oost
WijkenEnBuurten,BU01411301,markgraven
WijkenEnBuurten,BU03940989,abbenes dijk
WijkenEnBuurten,BU03940989,abbenes dijk
WijkenEnBuurten,BU01092030,stieltjeskanaal
WijkenEnBuurten,BU05020443,dalenbuurt
WijkenEnBuurten,BU05020551,beemster/purmerhoek
WijkenEnBuurten,BU05020551,beemster en purmerhoek
WijkenEnBuurten,BU05020991,fascinatio west
WijkenEnBuurten,BU05020991,fascinatio west
WijkenEnBuurten,BU04840210,planetenbuurt noord
WijkenEnBuurten,BU05050901,sterrenburg 1 oost
WijkenEnBuurten,BU01480104,polhaar
WijkenEnBuurten,BU01480104,verspreide huizen ankum
WijkenEnBuurten,BU01530807,dolphia
WijkenEnBuurten,BU07660102,buitengebied west 1
WijkenEnBuurten,BU07660102,verspreide huizen west 1
WijkenEnBuurten,BU16510200,kantens
WijkenEnBuurten,BU03920401,kleine hout
WijkenEnBuurten,BU03920401,van galenbuurt
WijkenEnBuurten,BU17710003,zesgehuchten
WijkenEnBuurten,BU03630707,frederikspleinbuurt
WijkenEnBuurten,BU17110731,hingen
WijkenEnBuurten,BU03580005,uiterweg
WijkenEnBuurten,WK077001,duizel
WijkenEnBuurten,WK077001,wijk 01 duizel
Wijken,WK077001,duizel
Wijken,WK077001,wijk 01 duizel
WijkenEnBuurten,BU05032802,wippolder noord
WijkenEnBuurten,WK168106,wijk 06 drouwenermond
WijkenEnBuurten,BU05184213,singels
WijkenEnBuurten,BU07721232,burghplan
WijkenEnBuurten,BU00100304,losdorp
WijkenEnBuurten,BU02210100,de oude stad binnen de gracht
WijkenEnBuurten,BU04840604,beerendrecht
WijkenEnBuurten,BU04840604,van boetzelaerstraat
WijkenEnBuurten,BU03840116,ruimzicht west
WijkenEnBuurten,WK011444,wijk 44 emmerhout
Wijken,WK011444,wijk 44 emmerhout
WijkenEnBuurten,BU07580604,heksenwiel
WijkenEnBuurten,BU07581000,teteringen
WijkenEnBuurten,WK039300,wijk 00
WijkenEnBuurten,BU19403001,oudehaske
WijkenEnBuurten,BU07480103,noordgeest
WijkenEnBuurten,BU19400401,bantega
WijkenEnBuurten,BU07480509,verspreide huizen oud glymespolder
WijkenEnBuurten,BU02220602,de huet fase 1 + 3
WijkenEnBuurten,BU02220602,de huet   fase 1 + 3
WijkenEnBuurten,WK015809,wijk 09 haaksbergen kern
Wijken,WK015809,wijk 09 haaksbergen kern
WijkenEnBuurten,BU03750000,wijkertoren
WijkenEnBuurten,BU05850300,maasdam
WijkenEnBuurten,BU03630302,van loonbuurt
WijkenEnBuurten,BU03637703,buurt 5 noord
WijkenEnBuurten,BU03940235,nieuw vennep linquenda
WijkenEnBuurten,BU03940235,nieuw vennep linquenda
WijkenEnBuurten,BU05020117,paganini buurt
WijkenEnBuurten,BU05020117,paganinibuurt
WijkenEnBuurten,GM0611,cromstrijen
RegioS,GM0611,cromstrijen
WoonregioS,GM0611,cromstrijen
RegioVanVertrek,GM0611,cromstrijen
Regio,GM0611,cromstrijen
RegioS2007,GM0611,cromstrijen
WerkregioS,GM0611,cromstrijen
Woongemeente,GM0611,cromstrijen
RegioIndeling2018,GM0611,cromstrijen
Regiokenmerken,GM0611,cromstrijen
RegioVanVestiging,GM0611,cromstrijen
WijkenEnBuurten,BU17210403,hooge wijst   de vorssel
WijkenEnBuurten,BU03632001,wg terrein
WijkenEnBuurten,WK048950,wijk 50 bedrijventerreinen
Wijken,WK048950,wijk 50 bedrijventerreinen
WijkenEnBuurten,WK006000,wijk 00
Wijken,WK006000,wijk 00
WijkenEnBuurten,BU02360207,verspreide huizen acquoy
WijkenEnBuurten,BU02360207,aquoy e.o.
WijkenEnBuurten,BU03620401,stadshart
WijkenEnBuurten,BU01411907,maardijk
WijkenEnBuurten,BU17240208,molenstraat e.o.
WijkenEnBuurten,WK073802,wijk 02 genderen
WijkenEnBuurten,BU17240209,industrieterrein 'loonsebaan'
WijkenEnBuurten,BU17240209,verspreide huizen
WijkenEnBuurten,BU01500706,epse noord
WijkenEnBuurten,BU01500706,het jeurlink
WijkenEnBuurten,WK171901,wijk 01 drimmelen
WijkenEnBuurten,WK171901,drimmelen
Wijken,WK171901,wijk 01 drimmelen
Wijken,WK171901,drimmelen
WijkenEnBuurten,BU01411702,paradijs
WijkenEnBuurten,BU03850701,kwadijk
WijkenEnBuurten,GM0498,drechterland
RegioS,GM0498,drechterland
Wijken,GM0498,drechterland
WoonregioS,GM0498,drechterland
RegioVanVertrek,GM0498,drechterland
RegioIndeling2021,GM0498,drechterland
Regio,GM0498,drechterland
RegioS2007,GM0498,drechterland
WerkregioS,GM0498,drechterland
Woongemeente,GM0498,drechterland
RegioIndeling2018,GM0498,drechterland
Regiokenmerken,GM0498,drechterland
RegioVanVestiging,GM0498,drechterland
WijkenEnBuurten,BU02280205,beatrixpark
WijkenEnBuurten,BU07700409,verspreide huizen wintelre
WijkenEnBuurten,BU01411105,riet zuid
WijkenEnBuurten,BU01411105,bedrijventerrein bornsestraat
WijkenEnBuurten,BU02090273,ewijk vording 3
WijkenEnBuurten,BU02090273,ewijk vording 3
WijkenEnBuurten,BU02130303,de pothof
WijkenEnBuurten,BU02140109,verspreide huizen beusichem en zoelmond
WijkenEnBuurten,BU05031400,kuyperwijk noord
WijkenEnBuurten,WK171103,heide
WijkenEnBuurten,WK171103,wijk 03 heide
Wijken,WK171103,heide
Wijken,WK171103,wijk 03 heide
WijkenEnBuurten,BU03030607,de graafschap
WijkenEnBuurten,BU17110313,verspreide huizen heide
WijkenEnBuurten,BU19402101,langweer
WijkenEnBuurten,BU01069901,verspreide huizen loon
WijkenEnBuurten,BU01069901,buitengebied loon
WijkenEnBuurten,BU05121500,papland
WijkenEnBuurten,BU03080007,amaliapark
WijkenEnBuurten,WK073801,wijk 01 veen
WijkenEnBuurten,WK078801,wijk 01 haaren
WijkenEnBuurten,WK078801,wijk 01 helvoirt
WijkenEnBuurten,WK075801,wijk 01 breda noord
WijkenEnBuurten,WK075801,breda noord
Wijken,WK075801,wijk 01 breda noord
Wijken,WK075801,breda noord
WijkenEnBuurten,BU02250402,molenhoek
WijkenEnBuurten,BU02250402,horssen molenhoek
WijkenEnBuurten,BU02250402,afferden
WijkenEnBuurten,BU02287001,harskamp dorp
WijkenEnBuurten,BU02020423,presikhaaf i
WijkenEnBuurten,BU03760102,blaricum dorp
WijkenEnBuurten,BU07850710,burgemeesters
WijkenEnBuurten,BU07721217,looiakkers
WijkenEnBuurten,BU16840602,cuijk kern
WijkenEnBuurten,BU05020226,schildersbuurt
WijkenEnBuurten,BU07700008,de hees en genderweg
WijkenEnBuurten,BU03632101,vondelparkbuurt west
WijkenEnBuurten,BU05050203,matena's pad en omgeving
WijkenEnBuurten,WK194019,wijk 19 joure
Wijken,WK194019,wijk 19 joure
WijkenEnBuurten,BU03073100,de laak oost
WijkenEnBuurten,BU03073100,waddeneilandenbuurt
WijkenEnBuurten,WK015805,wijk 05 hengevelde
Wijken,WK015805,wijk 05 hengevelde
WijkenEnBuurten,BU07700004,kortkruis
WijkenEnBuurten,WK037700,wijk 00 bloemendaal
Wijken,WK037700,wijk 00 bloemendaal
WijkenEnBuurten,BU03610701,daalmeer zuidwest
WijkenEnBuurten,BU03631401,de wittenbuurt zuid
WijkenEnBuurten,BU00590007,verspreide huizen kootstertille
WijkenEnBuurten,BU07380409,verspreide huizen meeuwen
WijkenEnBuurten,WK050329,wijk 29 ruiven
Wijken,WK050329,wijk 29 ruiven
WijkenEnBuurten,BU07550100,venhorst
WijkenEnBuurten,BU03610104,emmakwartier
WijkenEnBuurten,BU03940104,hoofddorp oost
WijkenEnBuurten,BU03940104,hoofddorp oost
WijkenEnBuurten,BU03940104,hoofddorp centrum oost
WijkenEnBuurten,BU03072501,de hoef oost
WijkenEnBuurten,BU03940108,hoofddorp bornholm west
WijkenEnBuurten,BU03940108,hoofddorp bornholm west
WijkenEnBuurten,WK061306,wijk 06 portland
Wijken,WK061306,wijk 06 portland
WijkenEnBuurten,BU05181250,bloemenbuurt west
